,title,link,description
1,<b>핀테크</b>가 국제무역거래에 미치는 영향,http://academic.naver.com/article.naver?doc_id=928866809,The Impact of FinTech on Transactions in International Trade 본 연구의 목적은 4차산업혁명의 혁신 기술로 지목되고 
2,규제 많은 미국이 <b>핀테크</b>를 선도하는 이유,http://academic.naver.com/article.naver?doc_id=78226705,"   <b>핀테크</b>, 금융, IT, 규제 "
3,"<b>핀테크</b> : 지갑, 통장, 카드 NO <b>핀테크</b> 온다!",http://academic.naver.com/article.naver?doc_id=153354133,"  목차
<b>핀테크</b> : 지갑, 통장, 카드 NO <b>핀테크</b> 온다! / 박은주 1
 <b>핀테크</b>로 H과장의 일상이 달라지고 있다! "
4,텍스트마이닝을 통한 뉴노멀 시대의 <b>핀테크</b> 및 디지털 금융 서비스 트렌,http://academic.naver.com/article.naver?doc_id=949827005,"A study on trend analysis of Fintech and digital financial services in the new normal era based on text mining  표제지
목차
국문"
5,"<b>핀테크</b> 서비스 개발, 이제 쉽고 빨라집니다 : 8월30일 금융권 공동 <b>핀테크</b>",http://academic.naver.com/article.naver?doc_id=190038426,"  목차
<b>핀테크</b> 서비스 개발, 이제 쉽고 빨라집니다 : 8월30일 금융권 공동 <b>핀테크</b> 오픈플랫폼 개통 / 금"
6,<b>핀테크</b> 특허침해를 둘러싼 법적 문제들에 대한 검토,http://academic.naver.com/article.naver?doc_id=922638880,A Review of Legal Issues Surrounding Fin-Tech Patent Infringement 이 글은 <b>핀테크</b> 특허침해를 둘러썬 법적 논점들을 
7,새로운 금융 시대를 여는 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=291042460,"  목차
새로운 금융 시대를 여는 <b>핀테크</b> / 송보경 1
 [머리글] 1
 손안으로 들어온 금융 서비스 2
 <b>핀테크</b>"
8,<b>핀테크</b> 지급결제 서비스 수용 저항요인 연구 : 혁신저항이론 관점에서,http://academic.naver.com/article.naver?doc_id=288461457," 금융(Finance)과 기술(Technology)의 합성어인 <b>핀테크</b>(Fintech)는 모바일 결제, 모바일 송금, 온라인 개인자산"
9,디지털뱅킹 플랫폼 기반 <b>핀테크</b> 사례 연구: 코스콤,http://academic.naver.com/article.naver?doc_id=638389324,"A Study on Digital Banking Platform-based FinTech Case: Koscom Recently, in the global financial transaction field, global transactions"
0,국경간 <b>핀테크</b> 결제거래에서 고객충성도에 영향을 미치는 요인에 관한 ,http://academic.naver.com/article.naver?doc_id=877221776,Factors Influencing Fintech’s Customer Loyalty for Cross Border Payments: Mediating Customer Satisfaction The goal of this study is t
1,<b>핀테크</b> 시장 후발 기업의 차별화 전략: 이루다투자일임 사례를 중심으로,http://academic.naver.com/article.naver?doc_id=940355677,Late-Mover Differentiation Strategies in the FinTech Industry: A Case Study Research on IRUDA 최근 로보어드바이저(RoboAdvisor)
2,개방형 <b>핀테크</b> 플랫폼의 정보보호 지침,http://academic.naver.com/article.naver?doc_id=928758190," 인터넷과 모바일 기기의 발달로 사용자는 언제, 어디서나 온라인 쇼핑 및 인터넷 뱅킹 등을 스마트폰"
3,디지털 금융 서비스와 성장·대응방안 -<b>핀테크</b>를 포함하여-,http://academic.naver.com/article.naver?doc_id=1002110457,Digital Financial Services and Growth Strategies &amp; Countermeasures -Including Fintech- 21세기 4차 산업혁명으로 인해 디지
4,디지털 금융 서비스와 성장·대응방안 -<b>핀테크</b>를 포함하여-,http://academic.naver.com/article.naver?doc_id=940090338,Digital Financial Services and Growth Strategies &amp; Countermeasures -Including Fintech- 21세기 4차 산업혁명으로 인해 디지
5,디지털 금융 서비스와 성장·대응방안 -<b>핀테크</b>를 포함하여-,http://academic.naver.com/article.naver?doc_id=966430716,Digital Financial Services and Growth Strategies &amp; Countermeasures -Including Fintech- 21세기 4차 산업혁명으로 인해 디지
6,"<b>핀테크</b> 산업 규제와 스타트업 활성화 방안에 대한 탐색적 연구: 미국, 중",http://academic.naver.com/article.naver?doc_id=928072110,"An Exploratory Study on Fintech Regulations and Start-ups: Focusing on the US, China, and Korea Cases 전세계적으로 활발히 발"
7,<b>핀테크</b> 혁명과 금융 서비스 개혁이 지급결제 노동시장에 미치는 효과,http://academic.naver.com/article.naver?doc_id=822475241,The Effect of the Fintech Revolution and Financial Services Reform on the Payment Settlement Labor Market 본고는 최근 급성장하
8,‘토스’의 ‘타다’ 인수와 화물운송 <b>핀테크</b>시장의 미래,http://academic.naver.com/article.naver?doc_id=938372184,
9,로지스틱 회귀분석을 이용한 <b>핀테크</b> 결제 서비스 수용 요인 분석,http://academic.naver.com/article.naver?doc_id=879308188, 본 연구는 혁신확산이론과 관련 선행연구를 기반으로 사용자의 <b>핀테크</b> 결제 서비스 사용 영향요인을
0,미국의 <b>핀테크</b> 동향-가계에 미치는 영향,http://academic.naver.com/article.naver?doc_id=881529042,Fintech Trends in the U.S. - Impact on Households <b>핀테크</b>란 금융(Finance)와 기술(Technology)을 융합하여 금융 서비스
1,<b>핀테크</b> 혁신의 이해를 위한 유형 분류: 가치를 중심으로,http://academic.naver.com/article.naver?doc_id=929526805,The Typology for Understanding Fintech Innovation: Focusing on Value 오랜 기간 금융산업은 기술을 기반으로 성장해 왔
2,"금감원,「<b>핀테크</b> 현장 자문서비스」개시 : 금융전문가가 <b>핀테크</b> 기업을 ",http://academic.naver.com/article.naver?doc_id=291042544,"  목차
금감원, 「<b>핀테크</b> 현장 자문서비스」 개시 : 금융전문가가 <b>핀테크</b> 기업을 방문하여 1:1 자문을 "
3,마사이(Maasai) 목동과 <b>핀테크</b>,http://academic.naver.com/article.naver?doc_id=561710355,"  목차
마사이(Maasai) 목동과 <b>핀테크</b> / 고낙훈 1
 [본문] 1  "
4,<b>핀테크</b> 지급결제 서비스 사용중단의도 영향요인 연구: Y대학 재학생을 ,http://academic.naver.com/article.naver?doc_id=939351792,The Study on the Factors Affecting Discontinuance Intention of FinTech Payment Service: Focusing on Y University Students 본 연구는
5,서비스 특성과 개인 특성이 <b>핀테크</b> 기반 모바일 해외송금 서비스 이용 ,http://academic.naver.com/article.naver?doc_id=949824702,Impact of service and personal characteristics on intention to use Fintech-based mobile overseas remittance service : focused on Mongol
6,<b>핀테크</b> 서비스에서의 지각된 보안 영향 요인 유형화에 관한 연구,http://academic.naver.com/article.naver?doc_id=938397583,A study on the categorization of perceived security influencing factors in fintech services    
7,<b>핀테크</b>와 금융서비스의 고객가치의 변화에 대한 법경제학적 분석,http://academic.naver.com/article.naver?doc_id=929636365,Legal and Economic Analysis of Changes in Customer Value of Fintech and Financial Services 우리나라에서 <b>핀테크</b>라는 말이 
8,해외 보험회사의 <b>핀테크</b> 활용 대책,http://academic.naver.com/article.naver?doc_id=822472938,Foreign Insurance Companies’ FinTech Utilization Measures <b>핀테크</b> 활용과 같은 금융IT가 성장의 핵심 중 하나로 자
9,<b>핀테크</b>의 최근 동향 및 삼성페이와 애플페이의 기술 비교 분석,http://academic.naver.com/article.naver?doc_id=703781866,
0,<b>핀테크</b> 확대가 금융안정에 미치는 영향 (Effects of Fintech Expansion on Financial ,http://academic.naver.com/article.naver?doc_id=896579842,
1,<b>핀테크</b> 확대가 금융안정에 미치는 영향 (Effects of Fintech Expansion on Financial ,http://academic.naver.com/article.naver?doc_id=896579842,
2,중국 전자상거래 연계 구조화상품에 대한 법적 연구 : <b>핀테크</b> 혁신을 주,http://academic.naver.com/article.naver?doc_id=289427253,Legal Regulation of E-commerce Linked Structured Products in China : A Fintech Innovation Perspective 최근 중국 민간경제의 발
3,<b>핀테크</b> 확대가 금융안정에 미치는 영향 (Effects of Fintech Expansion on Financial ,http://academic.naver.com/article.naver?doc_id=955799824,
4,중국의 <b>핀테크</b> 금융혁신과 온라인은행의 특징,http://academic.naver.com/article.naver?doc_id=984433074,China’s FinTech Innovation and the Characteristics of Chinese Online Banks 이 논문에서는 지난 수년간 전세계에서 핀
5,최근 일본의 <b>핀테크</b> 상황과 활용사례 연구,http://academic.naver.com/article.naver?doc_id=868610227,A Study on the Recent Fintech Situation and Use Cases in Japan 인터넷이나 스마트폰에 의해서 사회 전체의 디지털화
6,<b>핀테크</b>의 사용자 특성과 제품 특성이 지속 사용의도에 미치는 영향,http://academic.naver.com/article.naver?doc_id=442234883,"The Impact of Fintech User and Product Characteristics on Intention for Continuous Use  I. 서론
Ⅱ. 이론적 배경
Ⅲ. 연구모"
7,<b>핀테크</b> 사업 분야별 현황과 한국형 <b>핀테크</b> 산업 성장 방향 모색,http://academic.naver.com/article.naver?doc_id=865538355, 본고는 국내외 <b>핀테크</b> 사업 영역별 현황을 알아보고 국내 <b>핀테크</b> 산업의 향후 성장 방향을 모색하는 
8,<b>핀테크</b> 계좌 연동 스테이블 코인 서비스 및 응용,http://academic.naver.com/article.naver?doc_id=966297927,"Development and application of a stable coin service linked to Fintech account  표제지
국문요약
목차
1. 서론 11
 1.1. 연구"
9,소셜미디어 마이닝을 이용한 국내 <b>핀테크</b> 동향 및 결제 서비스 비교ㆍ분,http://academic.naver.com/article.naver?doc_id=177581651, 최근 O2O 시장의 급성장과 더불어 금융과 ICT 기술이 융합된 <b>핀테크</b>가 “ 금융의 O2O” 화를 이끌 혁신
0,<b>핀테크</b>와 중소기업(SME)금융,http://academic.naver.com/article.naver?doc_id=176980248, 본 연구의 주요 기여도는 SME금융에 대한 <b>핀테크</b>의 영향에 대해 최초로 포괄 적인 검토를 하여 SME금융
1,<b>핀테크</b> 서비스 신뢰 형성에 관한 사용자 인지 프로세스 이해 : 정교화 가,http://academic.naver.com/article.naver?doc_id=965392473,Understanding Trust Development Issues in Fintech Context from An Elaboration Likelihood Perspective Considering the uncertainty and ri
2,특집 03 : 모바일 응용 서비스 ; <b>핀테크</b>의 모바일 결제 기술 및 보안 동향,http://academic.naver.com/article.naver?doc_id=163691314,
3,<b>핀테크</b>기업이 지정대리인 제도를 통해 금융회사와 협업하여 혁신적인 ,http://academic.naver.com/article.naver?doc_id=887344649,
4,"<b>핀테크</b> 지원센터, 제5차 Demo day 개최 : 22일 <b>핀테크</b> 6개 기업 기술 소개·시",http://academic.naver.com/article.naver?doc_id=177329198,"  목차
<b>핀테크</b> 지원센터, 제5차 Demo day 개최 : 22일 <b>핀테크</b> 6개 기업 기술 소개·시연… 금융권 제휴협력 "
5,<b>핀테크</b>와 금융부문의 고용,http://academic.naver.com/article.naver?doc_id=288758086,"  목차
<b>핀테크</b>와 금융부문의 고용 / 정재현 1
 요약 1
 I. 들어가며 2
 II. <b>핀테크</b>의 등장과 특성 2
  1. 핀"
6,<b>핀테크</b>와 금융부문의 고용,http://academic.naver.com/article.naver?doc_id=288758086,"  목차
<b>핀테크</b>와 금융부문의 고용 / 정재현 1
 요약 1
 I. 들어가며 2
 II. <b>핀테크</b>의 등장과 특성 2
  1. 핀"
7,싱가포르 <b>핀테크</b> 스타트업 생태계의 성공요인과 시사점,http://academic.naver.com/article.naver?doc_id=562529464," 싱가포르 <b>핀테크</b> 스타트업 생태계의 성공요인과 시사점

  <b>핀테크</b> 확산에 따라 금융 업계의 판도 변"
8,보험과 <b>핀테크</b> 인슈어테크 관련 주요 법적 쟁점,http://academic.naver.com/article.naver?doc_id=927366473,
9,<b>핀테크</b>의 금융법상 문제,http://academic.naver.com/article.naver?doc_id=595217695,"A Study on the Financial Regulation of Fin-tech: Concerning Legal Issues in China  목차
목차	iii
제1장 서론	- 1 -
제1절 연"
0,독립투자자문업 활성화를 위한 디지털 수익증권 기반 <b>핀테크</b> 플랫폼 모,http://academic.naver.com/article.naver?doc_id=939354330,A Proposal on Fintech Platform Model Based on Digitalized Securities to Activating the Independent Financial Advisory System 본 논문
1,ESG 경영이 <b>핀테크</b> 산업에 미치는 영향:MSCI 지수 편입 카카오페이 사례를 ,http://academic.naver.com/article.naver?doc_id=966496861,"The Impact of ESG Management on the FinTech Industry: Focusing on the Case of K-Pay’s inclusion in the MSCI Index FinTech, which has "
2,ESG 경영이 <b>핀테크</b> 산업에 미치는 영향:MSCI 지수 편입 카카오페이 사례를 ,http://academic.naver.com/article.naver?doc_id=982264980,"The Impact of ESG Management on the FinTech Industry: Focusing on the Case of K-Pay’s inclusion in the MSCI Index FinTech, which has "
3,ESG 경영이 <b>핀테크</b> 산업에 미치는 영향:MSCI 지수 편입 카카오페이 사례를 ,http://academic.naver.com/article.naver?doc_id=965229508,"The Impact of ESG Management on the FinTech Industry: Focusing on the Case of K-Pay’s inclusion in the MSCI Index FinTech, which has "
